,drama_title,Episode1,Episode2,Episode3,Episode4,Episode5,Episode6,Episode7,Episode8,Episode9,Episode10,Episode11,Episode12,Episode13,Episode14,Episode15,average,suii,pre_part,part_count,start_at,drama_key,main_actor1,main_actor2,original_work,actor_actress_1,2008_1,2009_1,2010_1,2011_1,2012_1,2013_1,2014_1,2015_1,2016_1,2017_1,2018_1,2019_1,actor_actress_2,2008_2,2009_2,2010_2,2011_2,2012_2,2013_2,2014_2,2015_2,2016_2,2017_2,2018_2,2019_2,actor_actress_3,2008_3,2009_3,2010_3,2011_3,2012_3,2013_3,2014_3,2015_3,2016_3,2017_3,2018_3,2019_3,actor_actress_4,2008_4,2009_4,2010_4,2011_4,2012_4,2013_4,2014_4,2015_4,2016_4,2017_4,2018_4,2019_4,main_actor1_rank,main_actor2_rank,average_calc,main_actor1_pt,main_actor2_pt,TV_station_CX,TV_station_EX,TV_station_NTV,TV_station_TBS,start_at_month_1,start_at_month_4,start_at_month_7,start_at_month_10,start_at_year_2011,start_at_year_2012,start_at_year_2013,start_at_year_2014,start_at_year_2015,start_at_year_2016,start_at_year_2017,start_at_year_2018,start_at_year_2019,has_original_work_True,has_original_work_,time_table_土21,time_table_土22,time_table_土23,time_table_日21,time_table_日22,time_table_日23,time_table_月20,time_table_月21,time_table_木20,time_table_木21,time_table_木22,time_table_木23,time_table_水21,time_table_水22,time_table_火21,time_table_火22,time_table_金20,time_table_金22,time_table_金23,actor1_isj,actor2_isj
97,リピート,3.8,2.9,3.2,3.6,3.3,3,3.2,2.2,2.6,3.1,-,-,-,-,-,3.09,5-4-0,0,,2018/1/1,1801_NTV_木23,貫地谷しほり,本郷奏多,乾くるみ「リピート」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
98,アンナチュラル,12.7,13.1,10.6,11.4,9,10.1,9.3,10.5,10.6,13.3,-,-,-,-,-,11.14,6-3-0,0,,2018/1/1,1801_TBS_金22,石原さとみ,井浦新,,,,,,,,,,,,,,,石原さとみ,,,,21,23,19,8,12,5,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.06,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
99,ホリデイラブ,5.1,5.8,5.1,4.7,4.2,5.7,5.6,5.3,-,-,-,-,-,-,-,5.19,2-5-0,0,,2018/1/1,1801_EX_金23,仲里依紗,塚本高史,こやまゆかり、草壁エリザ「ホリデイラブ～夫婦間恋愛～」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1875,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100,もみ消して冬,13.3,11.1,11.1,11,7.1,8.1,6.6,9.5,9,10.8,-,-,-,-,-,9.82,2003/5/1,0,,2018/1/1,1801_NTV_土22,山田涼介,波瑠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,波瑠,,,,,,,,,,,26,25,,,9.76,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101,明日の君がもっと好き,4.3,3.9,3.6,3.4,2.6,3.8,2.7,-,-,-,-,-,-,-,-,3.47,1-5-0,0,,2018/1/1,1801_EX_土23,市原隼人,伊藤歩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.471428571,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,99.9,15.1,18,16.2,16.8,17,17,17.4,18,21,-,-,-,-,-,-,17.63,2006/1/1,17.2,2,2018/1/1,1801_TBS_日21,松本潤,香川照之,,松本潤,,,10,6,8,6,4,8,10,20,23,5,,,,,,,,,,,,,,香川照之,,,,31,,15,15,11,,,13,10,,,,,,,,,,,,,,10,,17.38888889,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
103,トドメの接吻,7.4,6.5,7.1,6.7,7.3,5.9,7.3,6.5,7.1,7.5,-,-,-,-,-,6.95,5-4-0,0,,2018/1/1,1801_NTV_日22,山賢人,門脇麦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.93,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,民衆の敵,9,7.1,7.5,7.6,6.9,6.5,5.8,5.3,7,4.6,-,-,-,-,-,6.74,3-6-0,0,,2017/10/1,1710_CX_月21,篠原涼子,高橋一生,,,,,,,,,,,,,,,篠原涼子,,,21,12,15,10,14,13,14,10,25,17,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,6.73,19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105,明日の約束,8.2,6.2,5.4,5.8,5.1,4.6,4.3,6,5.1,5.9,-,-,-,-,-,5.75,3-6-0,0,,2017/10/1,1710_CX_火21,井上真央,及川光博,,,,,,,,,,,,,,,井上真央,,,28,27,13,20,17,20,30,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,5.66,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
106,監獄のお姫さま,9.6,9.6,6.5,7.8,8,7.9,5.5,6.6,8.2,7.1,-,-,-,-,-,7.73,2004/4/1,0,,2017/10/1,1710_TBS_火22,小泉今日子,満島ひかり,,,,,,,,,,,,,,,小泉今日子,,,,16,22,21,11,24,19,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.68,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
107,奥様は、取り扱い注意,11.4,11.3,12.4,11.2,14.5,12.9,12.7,12.4,13.6,14.1,-,-,-,-,-,12.65,4-5-0,0,,2017/10/1,1710_NTV_水22,綾瀬はるか,広末涼子,,,,,,,,,,,,,,,綾瀬はるか,,,6,2,2,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,12.65,34,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
108,ドクターX,20.9,19.6,19,19.1,20.8,20.7,20.1,20.6,21.2,25.3,-,-,-,-,-,20.87,5-4-0,21.5,5,2017/10/1,1710_EX_木21,米倉涼子,永山絢斗,,,,,,,,,,,,,,,米倉涼子,,,19,26,26,11,13,9,20,18,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,20.73,21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109,刑事ゆがみ,7.6,5.8,6,6.3,6.4,6.7,5.9,6.8,6.9,6.6,-,-,-,-,-,6.53,6-3-0,0,,2017/10/1,1710_CX_木22,浅野忠信,神木隆之介,井浦秀夫「刑事ゆがみ」,,,,,,,,,,,,,,,,,,,,,,,,,,,神木隆之介,,,,,,,,,,,,21,,,,,,,,,,,,,,,,6.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110,ブラックリベンジ,3.7,3.1,3.4,3.7,3.9,3.9,3.8,2.8,3.5,3,-,-,-,-,-,3.48,2004/4/1,0,,2017/10/1,1710_NTV_木23,木村多江,佐藤二朗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111,コウノドリ,12.9,11.8,11.9,13.6,10.6,11,11.7,12.9,12.3,11.1,10.8,-,-,-,-,11.87,5-5-0,0,,2017/10/1,1710_TBS_金22,綾野剛,松岡茉優,鈴ノ木ユウ「コウノドリ」,綾野剛,,,,,,,,,28,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.87272727,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
112,重要参考人探偵,4.9,5.1,4.9,3.6,6.5,4.3,5.4,3.9,-,-,-,-,-,-,-,4.83,3-4-0,0,,2017/10/1,1710_EX_金23,玉森裕太,小山慶一郎,絹田村子「重要参考人探偵」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.825,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
113,先に生まれただけの僕,10.1,7.5,10.5,7.7,8.1,8.7,8.4,8.6,8.2,9.6,-,-,-,-,-,8.77,5-4-0,0,,2017/10/1,1710_NTV_土22,櫻井翔,蒼井優,,櫻井翔,,,1,1,3,2,3,3,2,4,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,蒼井優,,,26,25,,,,,,,,,1,26,8.74,39,14,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
114,陸王,14.7,14,15,14.5,16.8,16.4,14.7,17.5,15.7,20.5,-,-,-,-,-,16,4-5-0,0,,2017/10/1,1710_TBS_日21,役所広司,山賢人,池井戸潤「陸王」,役所広司,,,,28,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.98,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,今からあなたを脅迫します,8,5.7,6.4,5.9,6.2,4.9,5.4,6.4,6.3,-,-,-,-,-,-,6.19,4-4-0,0,,2017/10/1,1710_NTV_日22,ディーン・フジオカ,武井咲,藤石波矢「今からあなたを脅迫します」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,武井咲,,,,,,26,21,23,23,23,,,,,6.133333333,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,コード・ブルー 3rd,16.3,15.6,14,13.8,13.8,13.7,13.4,15.4,13.9,16.4,-,-,-,-,-,14.78,2002/6/1,16.6,3,2017/7/1,1707_CX_月21,山下智久,新垣結衣,,山下智久,,,13,23,,,,,,,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,新垣結衣,,,9,10,7,9,5,5,4,1,2,2,13,9,14.63,27,31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
117,僕たちがやりました,7.9,6.5,6.6,5.8,5.4,5.2,5.4,5.2,6.2,6,-,-,-,-,-,6.07,3-6-0,0,,2017/7/1,1707_CX_火21,窪田正孝,永野芽郁,金城宗幸、荒木光「僕たちがやりました」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.02,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
118,カンナさーん！,12,12.6,10.1,9.3,10.2,9.7,9.2,7.9,10.1,10.1,-,-,-,-,-,10.17,2003/5/1,0,,2017/7/1,1707_TBS_火22,渡辺直美,要潤,深谷かほる「カンナさーん！」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
119,過保護のカホコ,11.6,10.8,12,11.1,12.1,10.9,10.8,11.5,9.9,14,-,-,-,-,-,11.47,4-5-0,0,,2017/7/1,1707_NTV_水22,高畑充希,黒木瞳,,,,,,,,,,,,,,,高畑充希,,,,,,,,,,,17,20,,,,,,,,,,,,,,黒木瞳,,,14,30,,,,,,,,,,14,11.47,0,26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120,遺留捜査,13.1,8.8,10.9,10.8,10.1,10.8,10.3,11.2,10.6,-,-,-,-,-,-,10.97,3-5-0,11.5,4,2017/7/1,1707_EX_木20,上川隆也,栗山千明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.73333333,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
121,黒革の手帖,11.7,12.3,10.9,10.7,10.4,10.1,11.8,13,-,-,-,-,-,-,-,11.45,3-4-0,0,,2017/7/1,1707_EX_木21,武井咲,江口洋介,松本清張「黒革の手帖」,,,,,,,,,,,,,,武井咲,,,,,,26,21,23,23,23,,,江口洋介,,,26,17,29,26,,,,,,,,,,,,,,,,,,,,,26,11.3625,0,14,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
122,セシルのもくろみ,5.1,4.5,4.8,4.4,3.8,3.7,4.4,5.3,4.3,-,-,-,-,-,-,4.5,3-5-0,0,,2017/7/1,1707_CX_木22,真木よう子,吉瀬美智子,唯川恵「セシルのもくろみ」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,吉瀬美智子,,,,,,,,27,,,,,,,4.477777778,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123,脳にスマホが埋められた！,3.7,3.8,4.2,3,3.7,2.9,3,3.6,4.2,2.6,3.2,-,-,-,-,3.45,7-3-0,0,,2017/7/1,1707_NTV_木23,伊藤淳史,新川優愛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.445454545,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
124,ハロー張りネズミ,10.3,7.6,6.6,4.8,6.7,6.9,8.1,8.1,6.6,6.8,-,-,-,-,-,7.33,2004/4/1,0,,2017/7/1,1707_TBS_金22,瑛太,深田恭子,弘兼憲史「ハロー張りネズミ」,瑛太,,,,,21,28,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,深田恭子,,,20,17,21,13,18,18,8,5,4,4,,20,7.25,0,20,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
125,あいの結婚相談所,5.1,3.6,3.3,3.3,4.5,4.2,-,-,-,-,-,-,-,-,-,4,2001/3/1,0,,2017/7/1,1707_EX_金23,山崎育三郎,高梨臨,加藤山羊・矢樹純「あいの結婚相談所」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
126,ウチの夫は仕事ができない,11.2,9.1,8.5,9.4,8,8.7,8.5,7.8,7.3,8,-,-,-,-,-,8.7,3-6-0,0,,2017/7/1,1707_NTV_土22,錦戸亮,松岡茉優,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.65,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
127,ごめん、愛してる,9.8,10,9.5,9.2,9.4,9.5,8,9.2,9.8,12.8,-,-,-,-,-,9.73,6-3-0,0,,2017/7/1,1707_TBS_日21,長瀬智也,吉岡里帆,,長瀬智也,,,17,25,22,10,14,14,9,11,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,9.72,23,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
128,警視庁いきもの係,8.9,7.2,6,5.7,6.6,5.3,5.9,5.7,5.7,7.7,-,-,-,-,-,6.54,2003/5/1,0,,2017/7/1,1707_CX_日21,渡部篤郎,橋本環奈,大倉崇裕「小鳥を愛した容疑者」他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,橋本環奈,,,,,,,,,,,,18,,,6.47,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,愛してたって、秘密はある。,8.2,8.7,9.2,8,8.5,7.8,8.5,8.5,8.5,10.1,-,-,-,-,-,8.58,2005/2/2,0,,2017/7/1,1707_NTV_日22,福士蒼汰,川口春奈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,貴族探偵,11.8,8.3,9.1,8.9,8,7.5,7.8,7,8.4,8,9.8,-,-,-,-,8.77,4-6-0,0,,2017/4/1,1704_CX_月21,相葉雅紀,武井咲,麻耶雄嵩「貴族探偵」「貴族探偵対女探偵」,相葉雅紀,,,3,4,4,8,6,6,7,6,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,武井咲,,,,,,26,21,23,23,23,,,3,,8.6,37,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
131,CRISIS,13.9,11.2,12,8.4,10.3,10.2,8.7,10.5,10.3,9.6,-,-,-,-,-,10.58,3-6-0,0,,2017/4/1,1704_CX_火21,小栗旬,西島秀俊,,小栗旬,,,7,22,25,18,21,13,16,12,20,11,,,,,,,,,,,,,,西島秀俊,,,,,,,,30,31,26,22,25,,,,,,,,,,,,,,7,,10.51,33,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
132,あなたのことはそれほど,11.1,9,9.5,9.9,9.8,11.5,12.4,13.5,10.1,14.8,-,-,-,-,-,11.25,6-3-0,0,,2017/4/1,1704_TBS_火22,波瑠,東出昌大,いくえみ綾「あなたのことはそれほど」,,,,,,,,,,,,,,波瑠,,,,,,,,,,,26,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.16,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
133,母になる,10.6,10.7,9.3,7.9,8.3,9.5,7.9,9.2,8.4,9.7,-,-,-,-,-,9.17,5-4-0,0,,2017/4/1,1704_NTV_水22,沢尻エリカ,藤木直人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.15,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
134,緊急取調室,17.9,14.2,12.4,12.4,13.2,14.3,13.1,13.8,14.4,-,-,-,-,-,-,14.09,2004/3/1,12.9,2,2017/4/1,1704_EX_木21,天海祐希,田中哲司,,,,,,,,,,,,,,,天海祐希,,,1,6,3,3,9,8,7,8,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,13.96666667,39,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
135,人は見た目が100パーセント,9.5,6.4,6,5.5,6.5,6.4,5.6,5.8,5.7,6.1,-,-,-,-,-,6.44,3-6-0,0,,2017/4/1,1704_CX_木22,桐谷美玲,水川あさみ,大久保ヒロミ「人は見た目が100パーセント」,,,,,,,,,,,,,,桐谷美玲,,,,,,,,29,10,9,20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
136,恋がヘタでも生きてます,3.7,3.2,3.4,3.5,3.8,3.5,3.3,3.1,3.5,3.2,3.1,2.7,-,-,-,3.33,4-7-0,0,,2017/4/1,1704_NTV_木23,高梨臨,田中圭,藤原晶「恋がヘタでも生きてます」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.333333333,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
137,リバース,10.3,6.3,10.5,8.6,9,7.4,7.3,7.5,10.4,10.2,-,-,-,-,-,8.79,4-5-0,0,,2017/4/1,1704_TBS_金22,藤原竜也,戸田恵梨香,湊かなえ「リバース」,藤原竜也,,,,,,,,,23,27,12,23,,,,,,,,,,,,,,,,,,,,,,,,,,,戸田恵梨香,,,25,,,,,,,,21,11,,25,8.75,0,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138,女囚セブン,7.5,5.3,4.1,5.1,4.9,6.2,5.1,5.4,-,-,-,-,-,-,-,5.45,3-4-0,0,,2017/4/1,1704_EX_金23,剛力彩芽,山口紗弥加,,,,,,,,,,,,,,,剛力彩芽,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
139,ボク、運命の人です。,12,9.6,9.2,9.8,9.1,9.5,8.6,8.2,9.2,9.7,-,-,-,-,-,9.55,4-5-0,0,,2017/4/1,1704_NTV_土22,亀梨和也,木村文乃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,木村文乃,,,,,,,,,,,24,,,,9.49,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
140,小さな巨人,13.7,13,11.7,13.5,13.9,13.5,12.1,13.6,13.7,16.4,-,-,-,-,-,13.6,5-4-0,0,,2017/4/1,1704_TBS_日21,長谷川博己,岡田将生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.51,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,櫻子さんの足下には死体が埋まっている,6.9,6.5,5.7,5,5.3,4.2,4.8,5.4,4.4,4.9,-,-,-,-,-,5.35,4-5-0,0,,2017/4/1,1704_CX_日21,観月ありさ,,太田紫織「櫻子さんの足下には死体が埋まっている」,,,,,,,,,,,,,,観月ありさ,,,29,24,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,5.31,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,フランケンシュタインの恋,11.2,7.3,8.4,8,6.1,6.6,6.7,6.3,7,7.3,-,-,-,-,-,7.68,5-4-0,0,,2017/4/1,1704_NTV_日22,綾野剛,二階堂ふみ,メアリー・シェリー「フランケンシュタイン」,綾野剛,,,,,,,,,28,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.49,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,突然ですが、明日結婚します,8.5,6.9,7.6,6.6,6.2,5,6.4,6.1,6,-,-,-,-,-,-,6.65,2-6-0,0,,2017/1/1,1701_CX_月21,西内まりや,山村隆太,宮園いづみ「突然ですが、明日結婚します」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.588888889,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
144,嘘の戦争,11.8,12,11.3,11.1,11.5,10.3,10.9,11.5,10.5,11.6,-,-,-,-,-,11.3,5-4-0,0,,2017/1/1,1701_CX_火21,草なぎ剛,藤木直人,,草なぎ剛,,,,,16,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
145,カルテット,9.8,9.6,7.8,7.2,8.5,7.3,8.2,9.5,11,9.8,-,-,-,-,-,8.9,4-5-0,0,,2017/1/1,1701_TBS_火22,松たか子,満島ひかり,,,,,,,,,,,,,,,松たか子,,,16,19,,,23,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,8.87,24,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
146,東京タラレバ娘,13.8,11.5,11.9,11.4,11.5,12.5,10.8,10.5,8.5,11.1,-,-,-,-,-,11.39,4-5-0,0,,2017/1/1,1701_NTV_水22,吉高由里子,榮倉奈々,東村アキコ「東京タラレバ娘」,,,,,,,,,,,,,,吉高由里子,,,,,,28,,26,,21,,,,,,,,,,,,,,,,榮倉奈々,,,,,,,,,,26,,,,,11.35,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
